Age,Income,CreditScore,AccountAgeMonths,NumTransactions,AvgTransactionAmount,CustomerTier,Region,Feedback,SignupDate,Target,IsDrifted
47.9,54.66,522.8,3.3,23,11.68,Platinum,West,Good,2022-06-26,0,0
42.0,195.37,697.3,1.1,13,26.33,Silver,West,Good,2023-01-01,1,0
30.6,113.29,645.0,3.9,13,11.31,Gold,South,Good,2023-04-25,1,0
48.4,162.97,711.1,10.4,17,11.02,Bronze,West,Good,2021-12-19,0,0
41.2,170.66,756.4,0.3,14,25.75,Silver,North,Average,2020-01-24,1,0
51.9,140.5,617.9,2.6,20,29.91,Bronze,East,Good,2021-08-23,0,0
17.6,91.37,714.8,0.4,13,5.22,Bronze,West,Good,2022-08-06,0,0
36.2,35.58,666.3,3.9,9,37.29,Bronze,North,Good,2022-04-05,0,0
53.2,90.88,704.4,2.2,17,25.51,Silver,North,Good,2022-10-14,0,0
24.9,107.64,719.6,14.7,16,9.68,Bronze,East,Average,2021-11-18,0,0
32.2,62.71,716.0,22.6,10,44.63,Bronze,West,Good,2022-06-23,1,0
43.5,264.8,649.6,19.0,7,12.9,Gold,East,Average,2023-04-24,1,0
40.4,45.96,644.9,0.4,11,26.96,Gold,East,Average,2023-01-23,0,0
26.0,156.63,653.8,5.9,17,5.49,Silver,East,Good,2020-11-10,1,0
38.6,149.91,671.6,1.4,6,6.35,Gold,East,Good,2020-08-15,1,0
12.3,43.08,696.8,0.4,5,3.0,Bronze,South,Good,2023-07-06,0,0
40.2,67.82,687.7,19.6,12,18.57,Silver,East,Good,2021-11-05,1,0
35.2,190.9,619.5,10.7,18,31.02,Silver,North,Good,2020-07-08,1,0
48.2,61.89,682.9,4.1,21,5.98,Silver,South,Average,2023-03-18,1,0
50.5,110.04,666.6,2.6,11,8.9,Gold,North,Good,2020-01-27,0,0
55.5,45.01,738.1,4.8,11,21.4,Bronze,South,Good,2021-07-16,0,0
27.9,61.29,646.9,1.8,9,13.46,Platinum,West,Poor,2023-08-11,0,0
21.7,164.95,719.5,0.6,9,18.6,Bronze,South,Good,2020-11-30,1,0
67.9,54.49,689.1,0.9,12,61.01,Bronze,East,Good,2022-08-18,0,0
54.3,44.73,794.2,2.8,20,21.81,Bronze,East,Average,2022-04-30,1,0
19.8,95.95,707.0,1.3,14,30.62,Bronze,West,Good,2022-02-10,1,0
41.8,38.64,738.5,4.4,23,7.58,Gold,East,Poor,2021-04-02,1,0
33.0,30.06,724.7,10.8,16,7.02,Gold,East,Good,2023-10-04,1,0
42.7,53.11,796.0,2.3,14,33.23,Bronze,West,Poor,2022-05-13,0,0
47.1,38.17,739.6,8.2,13,8.05,Gold,South,Good,2021-02-16,1,0
37.4,104.14,680.3,6.4,15,12.27,Silver,East,Good,2021-04-16,0,0
47.0,140.75,630.4,0.9,6,31.99,Bronze,North,Average,2022-06-05,1,0
37.3,48.86,717.5,0.8,14,15.81,Silver,South,Good,2021-09-01,1,0
38.6,79.7,754.7,6.2,20,6.41,Bronze,South,Poor,2024-01-23,1,0
31.9,149.51,773.2,24.8,21,9.06,Silver,East,Good,2023-06-28,1,0
18.3,168.02,765.1,4.3,14,12.5,Gold,North,Good,2021-11-27,1,0
52.4,153.65,703.1,1.4,19,11.4,Bronze,North,Good,2023-10-28,0,0
41.2,,661.2,7.3,13,8.35,Silver,North,Good,2022-04-23,1,0
55.1,109.45,810.8,5.5,19,23.04,Platinum,South,Good,2021-09-09,1,0
37.9,106.16,680.7,5.8,11,56.51,Bronze,East,Good,2020-06-25,1,0
31.6,75.43,599.5,4.5,12,60.35,Platinum,West,Poor,2023-08-07,1,0
39.0,68.52,665.2,1.9,22,18.25,Silver,South,Poor,2021-02-15,0,0
28.9,392.42,546.2,9.1,13,11.24,Bronze,South,Average,2022-06-02,1,0
49.3,88.48,799.3,6.1,13,13.83,Bronze,West,Good,2023-03-02,0,0
45.4,46.07,714.7,5.5,9,39.77,Silver,East,Good,2022-04-01,0,0
35.9,91.49,694.2,6.7,16,19.99,Gold,East,Good,2020-09-14,1,0
31.9,158.9,720.3,9.0,17,34.31,Bronze,East,Average,2022-03-26,0,0
49.9,157.44,722.9,0.2,18,14.34,Silver,East,Average,2020-01-28,0,0
42.2,100.32,715.6,3.2,13,48.7,Gold,South,Good,2021-11-30,1,0
37.9,209.59,693.2,5.8,6,17.53,Bronze,East,Average,2023-06-24,1,0
20.0,134.87,693.2,1.2,16,31.42,Bronze,South,Poor,2021-09-19,1,0
20.9,159.01,724.2,2.7,16,13.7,Gold,South,Average,2024-01-31,1,0
34.5,,657.3,0.8,12,17.0,Bronze,South,Good,2021-10-08,1,0
23.1,149.34,700.5,4.2,14,9.94,Silver,East,Good,2023-01-25,1,0
40.8,70.63,726.3,3.1,19,14.24,Gold,South,Poor,2021-05-15,0,0
35.3,147.25,720.2,0.2,14,9.01,Bronze,West,Poor,2022-02-28,0,0
9.0,79.88,778.5,6.9,17,50.08,Silver,South,Good,2021-12-03,1,0
41.1,113.96,704.4,1.6,13,11.85,Gold,East,Good,2022-08-22,1,0
48.2,31.44,687.6,11.7,16,4.03,Bronze,West,Good,2023-09-22,0,0
33.8,118.97,672.5,4.0,7,22.34,Bronze,South,Good,2020-03-26,1,0
49.5,34.93,667.2,3.7,10,51.98,Platinum,South,Good,2020-12-16,0,0
,58.99,692.8,4.8,11,11.37,Silver,East,Poor,2023-06-15,1,0
39.9,108.35,708.1,8.4,14,23.01,Bronze,South,Good,2022-11-19,0,0
38.1,57.43,779.4,11.1,13,18.85,Silver,South,Poor,2022-09-18,1,0
41.3,91.14,680.2,2.0,20,25.83,Silver,West,Good,2022-02-23,0,0
34.8,72.06,754.2,4.5,14,20.64,Bronze,South,Good,2023-01-09,0,0
36.1,153.11,627.4,2.8,12,15.3,Silver,West,Good,2023-05-22,1,0
51.2,51.75,777.7,3.2,18,35.68,Bronze,North,Poor,2023-08-10,1,0
38.8,45.31,689.9,3.5,8,21.09,Gold,East,Average,2023-03-31,1,0
40.0,302.78,721.2,0.0,15,29.14,Bronze,West,Poor,2023-04-01,1,0
58.5,,734.0,3.8,17,39.35,Silver,East,Poor,2023-04-23,1,0
22.3,84.96,699.2,2.8,14,14.17,Platinum,North,Poor,2021-11-27,0,0
39.1,165.09,755.5,8.0,13,21.93,Bronze,South,Good,2020-03-12,0,0
38.9,151.04,668.7,5.9,14,37.43,Silver,East,Good,2021-09-25,1,0
47.2,123.75,639.6,1.5,24,22.57,Bronze,East,Good,2022-12-05,1,0
48.8,133.08,712.2,3.3,10,13.51,Bronze,South,Good,2020-02-09,0,0
40.2,33.05,654.5,1.7,14,15.2,Gold,South,Good,2023-11-20,0,0
34.5,59.14,679.4,7.3,18,19.85,Gold,East,Average,2021-12-24,1,0
19.1,53.38,733.1,2.0,15,15.77,Platinum,West,Average,2020-03-23,1,0
52.2,123.43,740.3,2.2,15,12.03,Silver,East,Average,2020-07-12,1,0
33.4,93.5,,11.9,15,30.59,Gold,South,Average,2021-01-01,0,0
30.5,98.47,667.4,4.2,17,22.4,Silver,West,Poor,2021-05-29,1,0
41.9,62.19,662.4,1.3,22,21.24,Silver,South,Good,2020-12-20,0,0
33.6,84.4,674.8,5.5,15,161.01,Gold,North,Average,2024-01-02,1,0
,132.65,638.2,7.0,17,7.35,Bronze,North,Average,2022-08-17,1,0
52.7,103.37,666.2,4.4,12,8.16,Bronze,East,Good,2022-06-17,1,0
45.6,110.16,669.7,9.2,15,29.14,Bronze,South,Average,2023-06-23,1,0
48.1,134.34,733.1,6.1,17,28.28,Silver,South,Average,2020-05-08,1,0
24.5,99.57,759.1,5.2,14,9.31,Gold,South,Good,2022-08-20,1,0
45.0,71.29,696.1,6.5,15,7.87,Silver,South,Poor,2022-04-17,1,0
36.8,32.02,642.4,3.6,14,14.55,Bronze,North,Poor,2021-09-28,0,0
41.4,36.7,626.4,9.3,16,13.63,Silver,South,Poor,2021-10-11,0,0
39.2,,731.0,3.2,8,18.97,Bronze,North,Poor,2023-03-21,1,0
57.0,162.16,671.3,10.8,14,14.31,Bronze,North,Average,2021-03-22,0,0
45.0,104.86,755.4,3.9,16,22.76,Bronze,East,Poor,2023-10-15,0,0
48.2,89.58,744.1,15.6,12,5.13,Gold,East,Poor,2023-08-05,1,0
44.4,188.0,683.2,2.6,10,71.69,Gold,West,Average,2022-02-12,1,0
47.1,255.53,670.5,7.8,12,34.87,Bronze,North,Average,2023-03-18,1,0
70.4,90.51,685.4,2.7,20,16.49,Silver,West,Poor,2021-05-18,0,0
42.0,36.19,668.5,0.6,10,16.04,Bronze,East,Average,2022-01-29,0,0
48.4,103.75,652.1,2.4,13,4.38,Silver,West,Good,2023-09-08,0,0
56.9,62.04,708.9,1.0,15,21.09,Platinum,North,Poor,2020-06-25,1,0
54.7,200.52,667.6,8.2,12,17.01,Silver,South,Average,2021-08-28,1,0
47.0,67.92,686.0,5.9,21,10.65,Silver,South,Good,2020-08-04,0,0
43.4,73.98,764.2,3.3,14,40.07,Bronze,North,Poor,2021-06-15,0,0
8.9,57.67,707.3,0.4,13,25.3,Bronze,West,Average,2021-05-13,0,0
54.2,58.05,736.6,0.2,8,41.21,Gold,East,Good,2020-06-17,1,0
39.1,38.42,659.0,4.1,12,24.3,Bronze,North,Good,2022-05-07,0,0
40.4,164.31,677.3,10.1,7,15.34,Bronze,South,Average,2021-11-08,1,0
39.3,99.74,724.0,4.6,17,38.4,Silver,East,Poor,2020-01-05,1,0
30.7,88.97,704.6,1.4,16,31.86,Silver,North,Good,2021-03-27,0,0
32.9,149.96,632.6,2.2,20,15.11,Bronze,North,Good,2021-01-11,0,0
37.9,41.21,715.6,0.3,16,17.04,Bronze,East,Good,2023-11-25,0,0
39.2,122.63,670.4,0.2,14,17.53,Bronze,West,Good,2022-05-10,0,0
49.6,40.79,694.3,3.2,17,19.86,Silver,East,Good,2020-06-16,0,0
36.3,80.31,567.6,9.4,14,84.95,Bronze,North,Poor,2020-11-06,0,0
30.6,52.4,699.3,13.1,10,21.37,Silver,South,Average,2021-06-16,0,0
51.9,196.79,623.6,4.8,23,11.45,Gold,East,Average,2023-01-14,1,0
56.1,42.31,,4.4,17,7.66,Bronze,East,Good,2022-06-18,0,0
21.3,74.18,695.1,3.8,18,17.49,Silver,East,Poor,2020-04-26,0,0
46.7,88.6,777.5,25.6,9,68.55,Silver,South,Good,2020-08-31,1,0
26.3,88.17,671.2,18.2,13,23.65,Silver,North,Average,2023-11-30,1,0
30.4,29.09,694.6,1.8,7,37.21,Silver,South,Average,2021-02-02,0,0
40.9,53.67,698.3,1.0,13,15.8,Bronze,South,Poor,2024-01-15,0,0
33.4,118.39,693.0,0.8,15,21.01,Platinum,East,Average,2021-11-05,1,0
35.2,49.04,680.1,20.9,17,58.25,Bronze,West,Poor,2021-11-11,1,0
40.9,50.59,,2.9,15,12.08,Silver,North,Good,2024-01-24,1,0
40.9,226.8,752.8,3.0,12,12.67,Gold,North,Good,2022-01-22,1,0
48.6,125.61,800.3,4.8,14,16.42,Bronze,North,Average,2023-05-09,1,0
5.1,69.38,607.1,11.7,14,24.32,Silver,South,Poor,2021-10-13,1,0
48.4,46.9,807.1,13.5,15,4.83,Bronze,West,Poor,2021-10-13,1,0
33.6,35.06,743.7,0.7,12,22.06,Bronze,East,Average,2023-06-15,0,0
9.0,111.31,739.0,12.5,12,22.43,Bronze,West,Good,2020-04-01,1,0
40.3,106.12,676.4,2.2,9,80.21,Platinum,North,Average,2023-10-28,0,0
35.1,39.54,727.4,12.7,12,292.53,Platinum,North,Good,2022-06-11,1,0
45.5,274.52,644.1,1.1,19,61.57,Silver,South,Poor,2022-12-19,1,0
33.7,284.04,727.4,12.2,8,38.82,Gold,North,Good,2020-11-19,1,0
48.1,30.14,689.3,11.7,10,8.07,Bronze,East,Good,2022-03-19,0,0
48.4,99.2,722.9,11.8,16,59.66,Bronze,West,Good,2020-12-10,1,0
18.1,99.54,713.7,4.0,11,43.87,Silver,East,Good,2020-10-26,1,0
46.7,169.23,642.5,0.1,14,40.22,Platinum,North,Average,2021-09-26,1,0
28.6,60.14,681.0,0.2,16,9.55,Bronze,South,Average,2020-07-17,0,0
29.3,48.93,698.6,2.9,13,35.99,Silver,South,Good,2020-08-23,1,0
30.3,91.07,690.4,2.1,17,31.15,Bronze,South,Average,2021-11-10,0,0
30.4,85.83,720.0,3.4,17,59.66,Silver,West,Average,2022-10-24,1,0
51.0,115.04,634.5,1.5,19,11.07,Gold,East,Good,2022-08-31,1,0
57.0,78.82,643.5,1.6,20,30.18,Silver,West,Average,2023-06-23,1,0
47.0,80.31,626.9,10.9,16,69.35,Bronze,East,Good,2021-03-11,0,0
38.7,183.8,606.6,2.5,16,20.18,Bronze,West,Good,2022-06-18,0,0
23.7,40.67,631.9,7.2,17,8.72,Bronze,East,Poor,2024-02-05,1,0
48.9,52.94,690.5,14.7,18,76.36,Gold,North,Good,2023-09-20,1,0
34.1,150.58,701.6,3.4,7,15.68,Platinum,South,Poor,2020-09-22,0,0
59.8,184.88,652.3,3.3,13,11.45,Silver,South,Average,2022-09-02,0,0
60.7,136.99,711.1,2.8,25,31.6,Bronze,East,Average,2020-02-14,0,0
38.7,126.25,708.8,0.6,13,92.92,Silver,East,Good,2020-05-30,1,0
58.9,244.67,696.4,3.8,12,12.72,Bronze,South,Good,2020-01-19,1,0
45.9,101.65,741.0,4.7,22,28.54,Gold,West,Good,2020-11-18,1,0
49.4,84.7,762.9,7.7,9,40.15,Bronze,North,Good,2021-05-10,0,0
17.6,46.05,650.3,8.1,12,8.98,Silver,South,Good,2020-09-28,1,0
47.4,71.39,702.5,2.4,16,14.46,Gold,North,Good,2020-09-04,0,0
21.0,41.91,650.8,1.6,10,10.52,Silver,South,Good,2020-10-14,0,0
27.0,58.5,696.4,0.0,19,29.87,Bronze,North,Good,2021-07-08,0,0
57.0,25.85,714.3,9.5,20,7.84,Bronze,West,Poor,2020-08-03,1,0
40.5,62.72,648.0,5.2,12,59.25,Bronze,West,Good,2020-07-24,1,0
61.4,102.45,663.6,1.4,13,26.39,Silver,North,Average,2021-04-21,1,0
42.7,63.59,782.3,1.1,12,18.92,Silver,South,Average,2021-12-27,0,0
39.5,69.14,708.5,3.5,19,23.44,Silver,South,Good,2022-03-29,0,0
56.0,142.49,695.0,4.6,21,14.55,Bronze,East,Good,2020-08-02,0,0
58.1,76.46,673.7,1.9,10,13.33,Bronze,North,Average,2021-07-06,0,0
33.6,68.4,626.3,2.6,10,7.52,Bronze,South,Good,2024-01-16,0,0
36.7,104.42,787.4,5.4,13,18.75,Silver,East,Average,2022-06-07,1,0
31.4,180.6,682.3,6.1,15,9.16,Gold,East,Average,2020-08-31,1,0
39.3,103.9,673.3,1.3,12,16.26,Silver,North,Good,2022-11-28,1,0
26.9,248.65,625.2,1.9,13,65.53,Silver,West,Poor,2023-02-22,1,0
43.8,36.43,628.1,1.2,18,40.94,Silver,East,Average,2023-09-13,0,0
43.6,,726.0,1.6,11,33.27,Bronze,South,Average,2022-05-19,1,0
40.3,30.89,672.2,0.1,16,26.85,Silver,South,Good,2022-03-23,0,0
45.5,193.04,684.8,2.3,10,69.63,Silver,North,Poor,2021-06-22,1,0
59.0,42.6,722.1,1.7,12,11.72,Silver,North,Good,2020-03-28,0,0
27.3,101.93,673.2,0.2,18,19.3,Bronze,North,Good,2023-08-12,1,0
53.2,82.95,620.5,1.2,18,26.04,Platinum,North,Average,2022-04-01,1,0
54.2,55.93,732.1,4.4,17,24.2,Bronze,West,Good,2022-09-22,0,0
28.3,97.91,724.4,3.5,14,14.64,Silver,East,Average,2023-09-10,1,0
24.0,72.51,718.9,2.2,12,60.3,Silver,North,Average,2023-06-13,0,0
27.2,140.9,600.1,1.4,21,39.01,Bronze,West,Good,2023-04-05,0,0
48.2,89.65,663.1,1.3,20,12.62,Gold,East,Poor,2020-01-22,0,0
31.8,37.03,668.7,16.1,18,26.62,Bronze,West,Average,2020-09-21,0,0
36.0,255.37,730.1,6.7,12,10.99,Silver,North,Average,2023-10-19,1,0
48.6,180.28,628.1,5.0,9,62.48,Bronze,East,Good,2021-03-27,1,0
28.7,39.84,797.2,3.1,16,13.99,Bronze,West,Poor,2022-02-27,1,0
47.1,52.18,728.5,12.4,14,8.46,Platinum,North,Poor,2021-06-12,0,0
61.3,97.39,631.1,6.2,14,19.21,Bronze,East,Poor,2022-01-30,0,0
51.2,169.88,728.1,0.8,10,5.77,Silver,West,Good,2021-03-04,1,0
,50.71,726.9,7.9,14,14.07,Platinum,South,Average,2021-11-03,1,0
27.4,155.26,673.4,17.0,21,10.77,Bronze,South,Average,2020-06-13,1,0
39.3,41.74,781.2,3.5,13,2.36,Bronze,West,Good,2020-06-18,0,0
49.3,383.57,743.8,0.8,12,89.24,Silver,South,Good,2021-07-28,1,0
16.2,21.13,729.6,0.6,18,6.27,Gold,East,Average,2020-12-27,0,0
50.8,37.49,741.8,3.5,9,11.05,Silver,South,Good,2023-07-31,0,0
35.3,63.94,730.6,2.5,10,56.43,Gold,South,Good,2021-06-14,0,0
42.9,138.27,694.0,0.1,21,4.44,Bronze,West,Good,2021-07-17,0,0
45.0,154.85,752.8,3.4,12,34.22,Bronze,East,Good,2021-12-24,0,0
49.4,52.84,757.2,1.6,13,18.05,Gold,East,Good,2022-02-20,1,0
28.7,44.3,688.4,9.1,12,42.38,Silver,West,Good,2022-01-25,0,0
36.5,56.2,657.7,1.9,9,55.69,Bronze,West,Good,2020-03-11,0,0
39.4,80.64,712.5,0.6,9,15.18,Platinum,West,Good,2022-11-17,1,0
47.4,45.39,617.9,7.8,16,54.32,Silver,North,Good,2022-05-11,1,0
24.3,142.57,659.9,3.5,28,9.48,Silver,East,Good,2023-06-04,1,0
29.9,70.94,801.6,6.9,11,32.58,Silver,East,Poor,2022-08-31,1,0
53.3,145.03,701.5,0.9,24,29.17,Gold,East,Good,2021-11-12,0,0
37.4,68.0,710.8,4.1,14,7.67,Gold,West,Good,2023-04-23,1,0
37.0,60.88,718.5,5.7,15,48.52,Silver,North,Poor,2020-07-25,0,0
26.3,105.51,614.4,1.5,19,21.94,Silver,West,Good,2020-02-16,1,0
34.4,112.55,581.1,4.6,15,14.59,Bronze,North,Average,2024-02-04,0,0
57.1,21.42,682.9,2.9,13,24.76,Gold,North,Average,2023-11-17,1,0
44.5,61.61,674.9,1.0,17,56.62,Bronze,West,Average,2022-12-20,0,0
19.9,40.92,698.0,6.4,13,13.49,Bronze,West,Good,2022-10-03,1,0
29.9,25.36,748.7,10.6,22,33.23,Bronze,West,Good,2022-10-22,1,0
35.8,101.52,784.1,15.7,10,11.36,Silver,West,Poor,2022-11-07,1,0
49.8,84.55,656.6,7.4,17,19.47,Gold,West,Average,2023-07-15,1,0
36.8,160.08,704.5,2.9,21,4.2,Bronze,West,Poor,2020-02-20,1,0
63.0,82.2,686.3,2.9,12,25.36,Bronze,East,Good,2020-03-15,1,0
8.4,116.23,715.2,2.7,15,57.85,Bronze,West,Poor,2022-05-10,1,0
41.5,130.09,661.0,0.8,14,20.77,Silver,West,Good,2022-01-18,1,0
20.3,65.81,703.2,1.8,14,21.07,Bronze,West,Average,2022-12-10,0,0
41.7,179.52,606.6,5.2,16,11.35,Bronze,East,Poor,2020-10-23,1,0
41.5,186.6,657.5,2.5,20,26.96,Bronze,South,Good,2022-11-12,1,0
,156.36,689.4,4.5,13,9.5,Silver,East,Poor,2023-09-12,1,0
34.2,84.36,762.0,7.7,15,63.93,Bronze,North,Average,2022-04-17,1,0
45.3,99.09,605.7,1.9,16,27.8,Silver,West,Good,2021-02-09,1,0
45.1,118.36,691.4,4.0,14,33.78,Silver,South,Average,2022-05-28,0,0
41.4,153.86,704.9,0.6,19,40.73,Bronze,South,Poor,2020-07-30,0,0
32.7,,775.6,4.0,16,21.99,Bronze,South,Average,2023-08-19,0,0
41.2,135.32,772.7,2.6,13,31.27,Bronze,West,Good,2020-04-16,1,0
34.9,133.97,641.4,4.9,21,35.14,Platinum,West,Average,2020-05-23,1,0
18.9,82.59,739.6,8.6,12,33.03,Silver,West,Good,2021-12-10,1,0
52.0,74.5,683.5,0.9,17,7.55,Bronze,South,Good,2023-05-02,1,0
52.3,113.46,676.6,3.4,17,41.66,Platinum,South,Good,2021-11-29,1,0
27.6,120.05,683.9,0.5,14,4.46,Platinum,West,Good,2020-01-25,1,0
35.5,109.48,737.0,10.5,22,32.03,Silver,North,Average,2021-09-17,0,0
59.5,55.3,705.4,14.6,18,12.44,Platinum,South,Good,2022-12-30,1,0
37.2,217.28,654.7,2.7,15,3.73,Gold,South,Average,2020-09-27,1,0
30.6,60.12,636.9,0.7,13,14.53,Bronze,North,Good,2022-04-20,0,0
37.1,53.48,714.0,4.9,20,7.91,Bronze,North,Average,2020-04-16,1,0
48.6,96.55,721.1,2.9,14,11.06,Silver,North,Average,2021-02-04,1,0
49.0,189.22,768.6,1.1,14,27.9,Silver,East,Average,2022-08-07,1,0
38.8,61.29,767.1,0.3,14,3.78,Platinum,East,Poor,2022-10-09,1,0
34.9,146.75,677.1,3.7,10,1.69,Bronze,North,Average,2021-06-21,1,0
42.2,99.58,748.1,1.5,12,13.44,Bronze,South,Good,2023-12-02,0,0
47.1,17.61,608.3,1.4,15,30.73,Silver,West,Good,2022-07-07,0,0
48.9,79.57,720.3,0.9,18,3.31,Silver,West,Poor,2022-02-08,0,0
38.9,100.2,697.3,0.2,13,25.33,Bronze,North,Good,2022-12-26,1,0
41.3,88.41,686.5,2.6,19,28.34,Bronze,North,Average,2020-01-03,1,0
41.7,51.5,669.7,1.3,12,14.12,Bronze,North,Average,2020-10-29,1,0
51.7,120.27,706.0,0.7,7,28.82,Platinum,East,Average,2021-10-05,1,0
29.2,46.85,672.7,3.4,10,12.47,Bronze,South,Poor,2023-11-30,1,0
34.1,103.03,713.0,5.9,21,24.98,Bronze,South,Good,2022-08-17,1,0
52.3,102.73,766.8,8.1,7,15.15,Silver,South,Average,2023-04-12,1,0
40.9,138.79,768.1,5.7,20,17.19,Platinum,West,Poor,2021-06-29,1,0
,72.19,608.1,7.3,10,17.05,Bronze,North,Average,2020-10-30,0,0
39.6,201.79,776.9,0.3,13,15.14,Silver,North,Good,2021-02-02,1,0
45.4,99.0,684.5,5.3,23,21.34,Platinum,East,Good,2021-12-08,1,0
45.1,77.68,665.3,0.3,11,9.63,Silver,East,Good,2022-11-05,1,0
38.2,42.52,659.2,5.8,15,34.94,Silver,South,Poor,2020-04-12,0,0
40.5,52.0,751.2,15.5,15,28.76,Silver,East,Average,2023-09-03,1,0
25.3,78.08,686.1,1.1,15,20.89,Bronze,West,Average,2020-09-10,1,0
35.6,113.87,703.6,0.8,17,46.41,Bronze,South,Average,2020-03-26,1,0
22.8,169.26,637.6,2.7,10,10.96,Gold,North,Poor,2020-04-25,1,0
33.5,48.54,665.2,4.2,17,27.15,Gold,North,Good,2020-08-24,1,0
53.0,43.82,608.1,5.5,11,26.83,Gold,West,Good,2020-11-02,1,0
20.3,109.66,658.7,1.3,10,52.57,Bronze,West,Average,2023-12-28,1,0
42.5,75.51,791.6,7.2,17,27.51,Silver,South,Poor,2021-07-24,1,0
51.2,83.73,739.2,0.1,11,229.2,Gold,West,Good,2020-10-10,1,0
30.3,144.7,732.7,2.8,20,30.46,Silver,West,Good,2020-11-12,0,0
48.3,46.47,655.3,2.1,18,6.29,Platinum,West,Good,2022-12-08,1,0
43.1,96.24,659.2,2.4,12,12.87,Gold,South,Good,2020-10-10,1,0
29.3,162.0,769.6,12.8,21,15.55,Silver,East,Poor,2023-10-20,1,0
37.4,72.22,802.7,2.0,15,7.01,Silver,South,Poor,2023-09-10,0,0
28.4,66.71,731.3,7.9,17,199.98,Bronze,North,Poor,2022-05-17,1,0
30.7,244.54,709.4,6.9,14,39.53,Bronze,East,Good,2023-03-02,1,0
27.1,82.83,771.2,2.2,22,4.99,Bronze,North,Good,2023-09-07,0,0
37.2,28.36,616.5,0.9,15,13.31,Gold,South,Good,2021-12-10,0,0
41.1,89.72,652.2,2.8,12,4.39,Silver,East,Good,2021-10-17,1,0
44.6,58.56,610.1,1.0,17,24.14,Platinum,West,Good,2022-12-16,1,0
40.2,194.06,753.7,5.1,12,78.33,Bronze,East,Good,2022-03-23,1,0
24.1,166.76,746.8,5.7,17,53.26,Gold,East,Good,2021-10-13,1,0
46.1,116.22,719.5,5.5,14,27.04,Gold,South,Good,2021-07-04,1,0
58.6,,747.2,4.4,18,122.68,Silver,East,Good,2022-06-29,1,0
24.0,282.81,764.4,13.2,13,20.9,Gold,West,Average,2022-12-28,1,0
55.4,67.97,635.0,13.4,12,34.89,Silver,East,Poor,2023-08-01,1,0
40.4,6.18,662.8,45.6,15,26.27,Platinum,East,Good,2021-09-18,1,0
41.3,49.0,683.9,8.1,9,11.41,Silver,West,Average,2022-10-11,1,0
47.9,121.74,662.3,7.8,13,34.33,Bronze,East,Good,2020-01-23,0,0
28.8,61.76,703.7,2.1,6,33.01,Silver,East,Average,2021-08-30,1,0
35.3,70.46,671.9,3.2,22,19.07,Bronze,West,Good,2020-03-01,1,0
28.2,212.25,682.2,1.7,17,22.81,Bronze,North,Good,2020-12-24,0,0
53.0,90.43,701.6,0.3,16,41.78,Bronze,North,Average,2023-03-04,0,0
44.3,56.52,718.2,3.6,15,6.51,Platinum,North,Average,2021-09-14,1,0
37.4,40.85,738.1,28.2,16,29.04,Bronze,West,Poor,2021-06-08,1,0
22.8,324.75,685.5,5.3,15,44.86,Bronze,South,Average,2021-12-03,1,0
14.2,105.69,649.2,5.3,14,28.55,Silver,South,Average,2020-02-08,1,0
43.2,300.42,707.7,6.2,16,9.56,Gold,North,Good,2023-02-22,1,0
60.0,57.46,727.4,1.6,13,6.62,Gold,East,Average,2024-02-04,1,0
46.2,49.43,651.9,2.0,15,9.87,Silver,South,Poor,2020-01-04,0,0
46.7,73.37,625.1,1.6,13,11.0,Bronze,North,Poor,2023-05-23,0,0
36.3,137.63,735.1,8.3,17,24.01,Platinum,West,Average,2023-11-25,1,0
44.4,63.81,688.2,4.5,17,35.63,Bronze,East,Average,2022-07-22,0,0
36.3,32.58,723.5,2.7,18,27.28,Platinum,South,Good,2021-12-27,0,0
44.2,35.59,685.2,2.8,23,6.21,Platinum,East,Poor,2022-10-26,0,0
24.0,58.69,767.6,9.3,24,16.34,Silver,East,Good,2020-09-22,0,0
65.9,61.93,707.5,1.6,6,45.41,Silver,North,Good,2022-08-15,0,0
48.4,103.12,574.3,1.2,10,26.29,Silver,East,Good,2022-10-20,0,0
23.7,136.1,644.3,13.9,11,9.21,Bronze,East,Poor,2021-06-19,1,0
29.4,91.57,605.1,1.5,20,92.22,Silver,West,Good,2020-08-24,0,0
47.1,169.11,695.4,4.6,22,6.53,Silver,North,Good,2022-07-25,1,0
31.4,47.94,855.9,7.8,17,3.96,Bronze,West,Good,2021-03-27,1,0
54.5,119.15,682.0,2.0,25,12.54,Bronze,South,Good,2020-02-14,1,0
62.1,120.01,776.9,0.9,10,12.09,Bronze,South,Poor,2020-02-13,1,0
27.9,51.67,765.7,10.2,12,31.43,Bronze,East,Good,2022-05-25,0,0
36.9,32.52,747.3,0.0,11,25.93,Bronze,West,Poor,2021-08-12,0,0
38.7,192.59,621.7,5.2,21,20.42,Silver,South,Average,2020-10-05,0,0
40.7,171.16,771.3,1.1,9,6.28,Silver,South,Good,2023-10-09,1,0
48.8,146.71,747.2,3.4,11,27.69,Platinum,South,Average,2020-08-17,1,0
29.7,40.52,695.5,2.8,15,5.12,Silver,North,Average,2020-01-20,1,0
51.7,87.74,668.6,0.4,18,4.3,Silver,South,Good,2021-04-26,0,0
34.5,85.32,710.9,5.0,16,24.99,Bronze,West,Good,2021-09-09,0,0
47.0,217.48,692.4,9.1,13,11.06,Silver,East,Poor,2020-06-05,0,0
